2021,HCM_1,NV1,675,1349
2021,HCM_2,NV1,630,1219
2021,HCM_3,NV1,585,762
2021,HCM_4,NV1,150,56
2021,HCM_5,NV1,270,527
2021,HCM_6,NV1,585,693
2021,HCM_7,NV1,585,422
2021,HCM_8,NV1,450,1041
2021,HCM_9,NV1,585,1564
2021,HCM_10,NV1,405,173
2021,HCM_11,NV1,955,1557
2021,HCM_12,NV1,585,320
2021,HCM_13,NV1,630,402
2021,HCM_14,NV1,675,689
2021,HCM_15,NV1,140,219
2021,HCM_16,NV1,1035,1437
2021,HCM_17,NV1,190,520
2021,HCM_18,NV1,810,1259
2021,HCM_19,NV1,360,176
2021,HCM_20,NV1,810,1937
2021,HCM_21,NV1,675,1069
2021,HCM_22,NV1,720,783
2021,HCM_23,NV1,675,887
2021,HCM_24,NV1,585,852
2021,HCM_25,NV1,630,266
2021,HCM_26,NV1,630,1357
2021,HCM_27,NV1,180,242
2021,HCM_28,NV1,450,537
2021,HCM_29,NV1,630,203
2021,HCM_30,NV1,630,994
2021,HCM_31,NV1,540,138
2021,HCM_32,NV1,585,690
2021,HCM_33,NV1,450,184
2021,HCM_34,NV1,675,820
2021,HCM_35,NV1,585,649
2021,HCM_36,NV1,540,324
2021,HCM_37,NV1,630,347
2021,HCM_38,NV1,405,425
2021,HCM_39,NV1,675,889
2021,HCM_40,NV1,510,832
2021,HCM_41,NV1,675,401
2021,HCM_42,NV1,360,251
2021,HCM_43,NV1,225,132
2021,HCM_44,NV1,420,587
2021,HCM_43,NV1,810,801
2021,HCM_46,NV1,765,771
2021,HCM_47,NV1,675,1197
2021,HCM_48,NV1,810,1373
2021,HCM_49,NV1,630,862
2021,HCM_50,NV1,630,438
2021,HCM_51,NV1,855,1034
2021,HCM_52,NV1,540,1691
2021,HCM_53,NV1,675,452
2021,HCM_54,NV1,675,642
2021,HCM_55,NV1,810,1195
2021,HCM_56,NV1,630,592
2021,HCM_57,NV1,855,1519
2021,HCM_58,NV1,810,1273
2021,HCM_59,NV1,855,1393
2021,HCM_60,NV1,720,1655
2021,HCM_61,NV1,545,384
2021,HCM_62,NV1,675,826
2021,HCM_63,NV1,720,925
2021,HCM_64,NV1,675,1667
2021,HCM_65,NV1,450,1484
2021,HCM_66,NV1,720,774
2021,HCM_67,NV1,495,1383
2021,HCM_68,NV1,720,1613
2021,HCM_69,NV1,585,762
2021,HCM_70,NV1,675,662
2021,HCM_71,NV1,630,505
2021,HCM_72,NV1,675,573
2021,HCM_73,NV1,540,484
2021,HCM_74,NV1,675,702
2021,HCM_75,NV1,675,696
2021,HCM_76,NV1,585,361
2021,HCM_77,NV1,495,188
2021,HCM_78,NV1,675,197
2021,HCM_79,NV1,675,832
2021,HCM_80,NV1,585,383
2021,HCM_81,NV1,45,29
2021,HCM_82,NV1,280,256
2021,HCM_83,NV1,320,303
2021,HCM_84,NV1,360,372
2021,HCM_85,NV1,675,955
2021,HCM_86,NV1,495,634
2021,HCM_87,NV1,450,537
2021,HCM_88,NV1,675,1033
2021,HCM_89,NV1,405,258
2021,HCM_90,NV1,540,688
2021,HCM_91,NV1,540,859
2021,HCM_92,NV1,630,948
2021,HCM_93,NV1,585,1033
2021,HCM_94,NV1,675,1107
2021,HCM_95,NV1,540,414
2021,HCM_96,NV1,540,941
2021,HCM_97,NV1,720,1109
2021,HCM_98,NV1,675,1130
2021,HCM_99,NV1,360,386
2021,HCM_100,NV1,540,289
2021,HCM_101,NV1,540,330
2021,HCM_102,NV1,900,1515
2021,HCM_103,NV1,675,1318
2021,HCM_104,NV1,540,914
2021,HCM_105,NV1,630,999
2021,HCM_106,NV1,675,1220
2021,HCM_107,NV1,630,620
2021,HCM_108,NV1,675,858
